,species,region,Horizontal interesomatic distance (um),Vertical interesomatic distance (um),Presynaptic layer,Presynaptic gene expression,Presynaptic synapse class,Presynaptic gid,Postsynaptic layer,Postsynaptic gene expression,Postsynaptic synapse class,Postsynaptic gid,dataset,notes,connected,PSP amplitude (mV),PSP rise time (ms),PSP decay tau (ms),Holding potential (mV),minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um)
0,mouse,VISp,18.116236371769016,104.92640197801585,L23,Pvalb,INH,4138,L23,,EXC,4140,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.2042952729320219,4.644714604791941,97.4995345188787,-55.0,0.0,25.0,100.0,125.0
1,mouse,VISp,119.14984729967514,25.48982191609257,L23,,EXC,4140,L23,Vip,INH,4133,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.4450050439612529,4.556966007403403,36.358954529898746,-70.0,100.0,125.0,25.0,50.0
2,mouse,VISp,29.64619373656386,70.29699299588941,L5,,EXC,4224,L5,Sst,INH,4222,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.07296118441665199,3.185633751439578,14.219639398447171,-70.0,25.0,50.0,50.0,75.0
3,mouse,VISp,24.370843682039066,264.0951746326988,L5,Sst,INH,4225,L23,,,4221,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.10605883112350321,6.893997162843389,70.81232467116214,-55.0,0.0,25.0,250.0,275.0
4,mouse,VISp,12.839963147459288,298.70304509713645,L5,Sst,INH,4225,L23,,EXC,4227,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.16789794238207237,6.763255438817487,27.502673880565517,-55.0,0.0,25.0,275.0,300.0
5,mouse,VISp,40.409914039677865,107.84409470437328,L4,Sst,INH,4226,L23,,EXC,4227,AISynphys,Accessed on 2025-07-08 00:00:007,True,-1.0616369086064439,6.121525826464281,29.289326973617737,-55.0,25.0,50.0,100.0,125.0
6,mouse,VISp,37.293764698294616,34.31408805706842,L23,,EXC,4227,L23,,,4221,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.04902694960894016,1.5001194781445346,18.515506372150377,-70.0,25.0,50.0,25.0,50.0
7,mouse,VISp,40.409914039677865,107.84409470437328,L23,,EXC,4227,L4,Sst,INH,4226,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.13272475592220573,3.7265267116648313,15.739355170653727,-70.0,25.0,50.0,100.0,125.0
8,mouse,VISp,58.609907710628015,2.1484075222426413,L23,Nr5a1,EXC,4237,L23,Nr5a1,EXC,4238,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.08995130108861453,3.5129180427203357,11.96813794234488,-70.0,50.0,75.0,0.0,25.0
9,mouse,VISp,0.9812198090731908,40.80400826703529,L23,Nr5a1,EXC,4238,L4,Nr5a1,EXC,4240,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.07381665912410483,4.72981270161337,11.182159309066869,-70.0,0.0,25.0,25.0,50.0
10,mouse,VISp,0.9812198090731908,40.80400826703529,L4,Nr5a1,EXC,4240,L23,Nr5a1,EXC,4238,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.17056329176442656,4.965233363918201,53.170339191775476,-70.0,0.0,25.0,25.0,50.0
11,mouse,VISp,47.23525874185249,35.62206830281263,L4,Nr5a1,EXC,4240,L4,Nr5a1,EXC,4241,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.1489220396617351,4.605588307401073,127.99156301064346,-70.0,25.0,50.0,25.0,50.0
12,mouse,VISp,47.75986818157269,23.16297495225534,L5,Tlx3,EXC,4247,L5,Sst,INH,4249,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.04016972233900476,2.4437264500927984,8.627905815685692,-70.0,25.0,50.0,0.0,25.0
13,mouse,VISp,75.72248191312974,22.72929058122495,L5,Sst,INH,4249,L5,Tlx3,EXC,4246,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.2559419834928343,6.941154801475966,13.787532707378602,-55.0,75.0,100.0,0.0,25.0
14,mouse,VISp,47.75986818157269,23.16297495225534,L5,Sst,INH,4249,L5,Tlx3,EXC,4247,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.18071566987782944,9.156611237478533,66.10418505734489,-55.0,25.0,50.0,0.0,25.0
15,mouse,VISp,32.17965405119973,103.48145854734118,L4,Sst,INH,4258,L23,Vip,INH,4262,AISynphys,Accessed on 2025-07-08 00:00:007,True,-1.8467805994185298,9.431354461306151,79.28869548220904,-55.0,25.0,50.0,100.0,125.0
16,mouse,VISp,72.30060120241669,86.4760848000132,L5,Tlx3,EXC,4530,L5,Sst,INH,4528,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.13414819351280882,2.7350459551575144,7.151289247456449,-70.0,50.0,75.0,75.0,100.0
17,mouse,VISp,47.0551271827822,18.11445037455304,L5,Tlx3,EXC,4648,L5,Pvalb,INH,4646,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.3365109798651135,0.9163448412483115,5.000000001338647,-70.0,25.0,50.0,0.0,25.0
18,mouse,VISp,93.5910308999105,73.1492939505363,L4,,EXC,4698,L5,Vip,INH,4700,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.038061131388969514,7.74134032381902,20.99664851685632,-70.0,75.0,100.0,50.0,75.0
19,mouse,VISp,120.35916520396614,20.01152888323354,L5,Tlx3,EXC,4840,L5,Sst,INH,4835,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.017326431384704903,1.90676570515171,9.919211173973041,-70.0,100.0,125.0,0.0,25.0
20,mouse,VISp,58.37036709841021,31.46475560491222,L5,Sst,INH,4848,L5,Tlx3,EXC,4847,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.0788157626694649,5.855311995987468,9.212453617520618,-55.0,50.0,75.0,25.0,50.0
21,mouse,VISp,43.60654922349207,46.080546169388775,L5,Tlx3,EXC,4858,L5,Pvalb,INH,4860,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.1299500084318417,1.4996084506647058,7.089999549065066,-70.0,25.0,50.0,25.0,50.0
22,mouse,VISp,84.1601918530113,70.81675636905676,L5,Pvalb,INH,5048,L4,Tlx3,EXC,5052,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.17273173232982245,3.805524197751014,26.37043366324796,-55.0,75.0,100.0,50.0,75.0
23,mouse,VISp,65.38867230980847,28.626443194543956,L4,Tlx3,EXC,5050,L5,Pvalb,INH,5048,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.09069520343588879,2.3986638804912968,25.428929948853217,-70.0,50.0,75.0,25.0,50.0
24,mouse,VISp,24.058354388862487,3.9853597566476786,L5,Sst,INH,5096,L5,Sim1,EXC,5101,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.015168725742997059,4.736817671269875,6.80647820830221,-55.0,0.0,25.0,0.0,25.0
25,mouse,VISp,52.81544427153541,4.110119222155992,L5,Sim1,EXC,5097,L5,Sst,INH,5096,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.05309903719198969,2.395043460161778,16.89703987475464,-70.0,50.0,75.0,0.0,25.0
26,mouse,VISp,51.804187564586975,29.972345956616298,L5,Sst,INH,5535,L5,Sst,INH,5534,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.5226567386160101,5.873600850580187,97.26554073513813,-55.0,50.0,75.0,25.0,50.0
27,mouse,VISp,67.29796377653787,29.026095906129058,L6a,Sst,INH,5537,L6a,Sim1,EXC,5536,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.0806906034189754,6.934292448982242,47.26790604706001,-55.0,50.0,75.0,25.0,50.0
28,mouse,VISp,50.93426754706449,65.37690643686048,L5,Sim1,EXC,5736,L5,Sst,INH,5740,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.01874836412109168,3.202252276292649,18.12760637798996,-70.0,50.0,75.0,50.0,75.0
29,mouse,VISp,1.2397044240628938,89.44019244165871,L5,Sim1,EXC,5738,L5,Sst,INH,5740,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.06633515763975135,3.017667167998393,26.727091587060695,-70.0,0.0,25.0,75.0,100.0
30,mouse,VISp,26.308654383995044,48.154014328646454,L5,Sim1,EXC,5739,L5,Sst,INH,5742,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.06804861824509702,2.8487599619686264,11.06017004389974,-70.0,25.0,50.0,25.0,50.0
31,mouse,VISp,23.758525839981797,86.72668023065852,L5,Sst,INH,5742,L5,Sim1,EXC,5738,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.11418395430606924,6.929676062292572,17.88683077707266,-55.0,0.0,25.0,75.0,100.0
32,mouse,VISp,31.226941243115935,70.6798371818936,L5,Tlx3,EXC,5949,L5,Sst,INH,5943,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.04039738455578408,4.4852971948993545,15.749103154107976,-70.0,25.0,50.0,50.0,75.0
33,mouse,VISp,110.69932764615432,46.498656985546006,L4,,INH,6147,L4,,INH,6142,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.25066028625534204,2.169925277875713,10.746637727229347,-55.0,100.0,125.0,25.0,50.0
34,mouse,VISp,96.18481630600834,31.5579407534696,L4,Sim1,EXC,6182,L4,Sim1,EXC,6186,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.18225243169423602,4.2266031966654936,14.992432121460515,-70.0,75.0,100.0,25.0,50.0
35,mouse,VISp,82.02478946495782,19.22910424511122,L4,Sim1,EXC,6183,L4,Sim1,EXC,6185,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.17685321958926362,1.7897716395668277,12.455420735600741,-70.0,75.0,100.0,0.0,25.0
36,mouse,VISp,82.02478946495782,19.22910424511122,L4,Sim1,EXC,6185,L4,Sim1,EXC,6183,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.4761948183377969,3.5633354589474435,16.297936984979284,-70.0,75.0,100.0,0.0,25.0
37,mouse,VISp,13.58078178272135,65.33982538919197,L5,Tlx3,EXC,6299,L4,Sst,INH,6297,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.04048393400580638,2.762654648035725,17.146123692569454,-70.0,0.0,25.0,50.0,75.0
38,mouse,VISp,24.439064591691896,69.70489630214722,L5,Sst,INH,6300,L4,Sst,INH,6297,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.34707486822238454,6.788209165769602,70.86363902679359,-55.0,0.0,25.0,50.0,75.0
39,mouse,VISp,85.8827656360111,35.44758247666349,L5,Sim1,EXC,6403,L5,Sim1,EXC,6399,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.19840217129202337,6.116588664559294,32.307277970727625,-70.0,75.0,100.0,25.0,50.0
40,mouse,VISp,66.4591472587716,43.88764882204169,L5,Sim1,EXC,6404,L5,Sim1,EXC,6399,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.14300956925289235,6.6825545493073895,28.56815561200982,-70.0,50.0,75.0,25.0,50.0
41,mouse,VISp,104.72585460378647,13.959286953372658,L4,,EXC,6455,L5,Sim1,EXC,6458,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.7438745413872923,5.3643386241606885,26.63594664206624,-70.0,100.0,125.0,0.0,25.0
42,mouse,VISp,87.64367054018098,55.90864429356375,L5,,INH,6514,L5,Tlx3,EXC,6516,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.25341589732105635,5.705803928987539,12.46596809393866,-55.0,75.0,100.0,50.0,75.0
43,mouse,VISp,38.59616206854907,10.595604002523647,L5,Tlx3,EXC,6583,L5,Tlx3,EXC,6584,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.2564920608716447,6.788993569379757,344.46516488585723,-70.0,25.0,50.0,0.0,25.0
44,mouse,VISp,38.59616206854907,10.595604002523647,L5,Tlx3,EXC,6584,L5,Tlx3,EXC,6583,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.05681287444555892,3.305445458636755,5.000000000014124,-70.0,25.0,50.0,0.0,25.0
45,mouse,VISp,3.0152284160330494,22.715952140492902,L5,Tlx3,EXC,6585,L5,Tlx3,EXC,6584,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.6598491391062977,3.9343220396709997,25.579699837345785,-70.0,0.0,25.0,0.0,25.0
46,mouse,VISp,25.188314055614043,43.71627321542597,L4,Tlx3,EXC,6660,L5,Pvalb,INH,6667,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.44073217366543554,1.3595013913950227,9.414146087905806,-70.0,25.0,50.0,25.0,50.0
47,mouse,VISp,89.72803683387302,9.433839588898035,L5,Sim1,EXC,6950,L5,Sim1,EXC,6949,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.3007245533858203,5.032130240241733,14.467881008111068,-70.0,75.0,100.0,0.0,25.0
48,mouse,VISp,58.83633493943066,7.580901971740904,L5,Sst,INH,8177,L5,Pvalb,INH,8167,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.21545761180613088,4.687071511881741,8.14268241235646,-55.0,50.0,75.0,0.0,25.0
49,mouse,VISp,19.071821874078996,29.81595007547791,L5,Tlx3,EXC,8197,L5,Pvalb,INH,8198,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.396526368939994,2.4912985300461763,8.843111169520311,-70.0,0.0,25.0,25.0,50.0
50,mouse,VISp,29.876773467998017,42.676850688422824,L4,Pvalb,INH,8204,L5,Tlx3,EXC,8197,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.5235931529759439,4.808422049174964,35.645213386190385,-55.0,25.0,50.0,25.0,50.0
51,mouse,VISp,2.0849332917615695,10.439468364763853,L23,,EXC,8548,L23,Vip,INH,8549,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.12781645623097013,5.814131421320933,32.63196607209532,-70.0,0.0,25.0,0.0,25.0
52,mouse,VISp,78.35175105089279,93.69604530447867,L23,,EXC,8548,L4,Sst,INH,8552,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.011239303992611992,1.5775405702416339,6.805610683373984,-70.0,75.0,100.0,75.0,100.0
53,mouse,VISp,78.35175105089279,93.69604530447867,L4,Sst,INH,8552,L23,,EXC,8548,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.5051662236674607,5.47984221800637,41.79919198968896,-55.0,75.0,100.0,75.0,100.0
54,mouse,VISp,76.09229915614632,61.76087295190568,L23,,EXC,8576,L23,Vip,INH,8578,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.2853748148514767,7.053697476333044,110.09732925243588,-70.0,75.0,100.0,50.0,75.0
55,mouse,VISp,59.20130907150599,11.232143229142713,L23,Pvalb,INH,8730,L23,Pvalb,INH,8725,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.25726468502086935,2.784207146594095,12.061078500082509,-55.0,50.0,75.0,0.0,25.0
56,mouse,VISp,22.323371031373103,59.9325660181146,L23,,EXC,8734,L4,Pvalb,INH,8735,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.6146413769463333,1.2866709536967527,7.104003027257739,-70.0,0.0,25.0,50.0,75.0
57,mouse,VISp,27.377172474766788,72.65865029696656,L23,,EXC,8737,L4,Sst,INH,8736,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.1495609511204538,1.6923982123139996,26.695402406493457,-70.0,25.0,50.0,50.0,75.0
58,mouse,VISp,2.060302831698496,70.95285091813928,L23,,EXC,8786,L23,Sst,INH,8784,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.05989955631596133,2.8794183832838214,15.642523031174978,-70.0,0.0,25.0,50.0,75.0
59,mouse,VISp,46.00039550441869,13.232074132465831,L5,Pvalb,INH,8800,L5,,EXC,8794,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.06186070904864026,4.065897484481518,24.00810420106823,-55.0,25.0,50.0,0.0,25.0
60,mouse,VISp,24.761218066877316,44.2480478924723,L5,Pvalb,INH,8800,L5,Pvalb,INH,8798,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.7207891564428638,2.8591430846169827,38.47372878211251,-55.0,0.0,25.0,25.0,50.0
61,mouse,VISp,53.59272321146997,37.22093930180687,L5,,INH,8874,L5,Rorb,EXC,8875,AISynphys,Accessed on 2025-07-08 00:00:007,True,-1.719807534904362,4.616133142507362,25.38132048341974,-55.0,50.0,75.0,25.0,50.0
62,mouse,VISp,70.62323508164413,28.161483524538497,L5,,INH,8874,L5,Rorb,EXC,8876,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.7521872134784665,6.425468775244508,59.26432562671995,-55.0,50.0,75.0,25.0,50.0
63,mouse,VISp,53.59272321146997,37.22093930180687,L5,Rorb,EXC,8875,L5,,INH,8874,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.2569713015185144,1.6278732506777998,5.001525437540304,-70.0,50.0,75.0,25.0,50.0
64,mouse,VISp,74.2554508036295,22.041738984929207,L5,Rorb,EXC,8875,L5,,INH,8878,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.3559282202581368,2.7893903060251666,13.199861427701624,-70.0,50.0,75.0,0.0,25.0
65,mouse,VISp,70.62323508164413,28.161483524538497,L5,Rorb,EXC,8876,L5,,INH,8874,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.1386208852418305,2.0161624899829076,5.664113818468694,-70.0,50.0,75.0,25.0,50.0
66,mouse,VISp,49.875672647831294,24.176746012984736,L5,,INH,8878,L5,Rorb,EXC,8880,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.12559564701426143,5.5221701322279175,203.74672751421207,-55.0,25.0,50.0,0.0,25.0
67,mouse,VISp,45.99996773982757,3.3806879262655145,L5,Rorb,EXC,8879,L5,Rorb,EXC,8876,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.10707436860966292,4.625173272257931,10.994357894540576,-70.0,25.0,50.0,0.0,25.0
68,mouse,VISp,49.875672647831294,24.176746012984736,L5,Rorb,EXC,8880,L5,,INH,8878,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.26073280411079625,1.0744562776474347,5.000000000479602,-70.0,25.0,50.0,0.0,25.0
69,mouse,VISp,176.13909259504268,73.80893752063572,L23,Sst,INH,8926,L23,,INH,8923,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.11780775148335015,6.110673294287068,68.71615554356272,-55.0,175.0,200.0,50.0,75.0
70,mouse,VISp,70.29584296091392,145.03163381502156,L5,Tlx3,EXC,8942,L5,Vip,INH,8938,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.8353243643033541,6.767499657860397,47.303561914041225,-70.0,50.0,75.0,125.0,150.0
71,mouse,VISp,58.695232508196376,93.26583415087605,L5,Sst,INH,8979,L5,Sst,INH,8975,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.4118465014428533,4.6697641492876,14.143381888921734,-55.0,50.0,75.0,75.0,100.0
72,mouse,VISp,94.80178641959778,47.45627844503838,L5,Pvalb,INH,9070,L4,Pvalb,INH,9077,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.13840030068200024,0.8776476288175933,5.000000000166709,-55.0,75.0,100.0,25.0,50.0
73,mouse,VISp,35.60536367587496,37.442301857106955,L5,Pvalb,INH,9071,L5,Tlx3,EXC,9072,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.3937773245053066,3.837752486889874,9.836078871466935,-55.0,25.0,50.0,25.0,50.0
74,mouse,VISp,133.85027494722138,66.35310972217655,L4,,EXC,9120,L4,Pvalb,INH,9123,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.1710099950357819,4.1839572620987875,10.071478662088,-70.0,125.0,150.0,50.0,75.0
75,mouse,VISp,30.168403812285483,16.648284312771846,L4,Pvalb,INH,9122,L4,Pvalb,INH,9123,AISynphys,Accessed on 2025-07-08 00:00:007,True,-1.3146630878031806,2.4724762795906328,20.74323105498336,-55.0,25.0,50.0,0.0,25.0
76,mouse,VISp,154.9315513454141,35.92519870541349,L4,Nr5a1,EXC,9193,L4,Nr5a1,EXC,9196,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.08154487046546872,2.2563473140247425,7.698918058951334,-70.0,150.0,175.0,25.0,50.0
77,mouse,VISp,8.180776698769394,45.91310994111458,L4,Nr5a1,EXC,9194,L4,Nr5a1,EXC,9196,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.6613838653238511,2.951104365773787,15.352815921104007,-70.0,0.0,25.0,25.0,50.0
78,mouse,VISp,40.54421563320026,24.69885692230632,L4,Nr5a1,EXC,9216,L4,Nr5a1,EXC,9215,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.2690101795657672,2.149785484632733,9.568064782638494,-70.0,25.0,50.0,0.0,25.0
79,mouse,VISp,55.253538237993574,39.210627011979355,L4,Nr5a1,EXC,9217,L4,Nr5a1,EXC,9218,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.5981401504624102,5.707201102639209,10.417701689488817,-70.0,50.0,75.0,25.0,50.0
80,mouse,VISp,29.124368132053874,98.8266312494693,L4,Sst,INH,9248,L5,Sst,INH,9246,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.4582941837801917,10.061452080676222,146.06422216254487,-55.0,25.0,50.0,75.0,100.0
81,mouse,VISp,97.9249964830103,47.16024883196029,L6a,Pvalb,INH,9255,L6a,Pvalb,INH,9260,AISynphys,Accessed on 2025-07-08 00:00:007,True,-1.3563980262911306,2.6321773642450026,20.29653607803636,-55.0,75.0,100.0,25.0,50.0
82,mouse,VISp,92.45409398603081,7.382662735907201,L4,Nr5a1,EXC,9429,L4,Nr5a1,EXC,9431,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.08108809200196342,3.4691288461460066,5.1412184826551615,-70.0,75.0,100.0,0.0,25.0
83,mouse,VISp,19.640064358579902,52.66992802995693,L23,,EXC,9502,L23,,INH,9503,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.7703681663846279,1.5029253984678754,5.000000000054819,-70.0,0.0,25.0,50.0,75.0
84,mouse,VISp,89.90167691921825,53.767208954181555,L6a,,INH,9536,L6a,,INH,9534,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1827784104506191,3.926165758818998,10.68175520049749,-55.0,75.0,100.0,50.0,75.0
85,mouse,VISp,71.5812725003512,106.2620611503022,L4,Sst,INH,9563,L23,,EXC,9564,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.1559124984310121,6.27596030312986,34.69091616253037,-55.0,50.0,75.0,100.0,125.0
86,mouse,VISp,27.125915205468097,72.32690578972476,L23,,EXC,9643,L23,Vip,INH,9642,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.5157812617632727,5.561966111170425,28.6830566911992,-70.0,25.0,50.0,50.0,75.0
87,mouse,VISp,7.059834893675386,136.69482972027146,L6a,,EXC,9804,L5,Pvalb,INH,9806,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.07886119903008242,4.528391358269943,12.127461875022249,-70.0,0.0,25.0,125.0,150.0
88,mouse,VISp,74.11401438971644,95.28362384765232,L5,Pvalb,INH,9808,L6a,,EXC,9804,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.4620437307613593,3.7085972195874892,10.15674283359857,-55.0,50.0,75.0,75.0,100.0
89,mouse,VISp,37.85644067906564,36.376846181086,L6a,Ntsr1,EXC,9816,L6a,Pvalb,INH,9814,AISynphys,Accessed on 2025-07-08 00:00:007,True,1.2666331865236178,1.9387512390115698,11.869941954202583,-70.0,25.0,50.0,25.0,50.0
90,mouse,VISp,54.72245910613976,16.551796983918827,L6a,Ntsr1,EXC,9817,L6a,Pvalb,INH,9814,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.02711885456782467,2.7912324658312264,12.442490369189652,-70.0,50.0,75.0,0.0,25.0
91,mouse,VISp,23.83727190035755,58.700067897306965,L5,Tlx3,EXC,9841,L5,Sst,INH,9840,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.05997693170737046,4.596055611951708,13.91916272147772,-70.0,0.0,25.0,50.0,75.0
92,mouse,VISp,25.412754688668834,94.34509512329475,L4,Nr5a1,EXC,9897,L5,Nr5a1,EXC,9900,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.06052940139410174,4.096259588426603,16.33612444245397,-70.0,25.0,50.0,75.0,100.0
93,mouse,VISp,53.6778045797308,22.7351948183922,L4,Nr5a1,EXC,9899,L4,Nr5a1,EXC,9904,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.21747770143089812,3.8759319608477045,57.22728862817134,-70.0,50.0,75.0,0.0,25.0
94,mouse,VISp,19.142505479907797,24.53818109481037,L4,Nr5a1,EXC,9904,L4,Nr5a1,EXC,9901,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.4059090222156448,4.513507513799631,29.794128596119315,-70.0,0.0,25.0,0.0,25.0
95,mouse,VISp,66.5252367628942,72.61867681182908,L5,Sst,INH,9908,L5,,INH,9906,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.08957759703961482,2.5640851411558527,16.720099461479254,-55.0,50.0,75.0,50.0,75.0
96,mouse,VISp,40.33390008113639,50.79239018489793,L5,,EXC,10390,L6a,Sst,INH,10395,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.20003911326731086,1.5383141843111476,13.770955339108788,-70.0,25.0,50.0,50.0,75.0
97,mouse,VISp,21.416846242620615,24.781421766717926,L6a,Ntsr1,EXC,10410,L6a,Pvalb,INH,10411,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.49468194661968146,0.755360678102115,6.673610789111314,-70.0,0.0,25.0,0.0,25.0
98,mouse,VISp,100.3814543081804,41.35789108144465,L6a,Ntsr1,EXC,10433,L6a,Pvalb,INH,10427,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.3890218716961711,2.270877788620643,12.404834151716322,-70.0,100.0,125.0,25.0,50.0
99,mouse,VISp,24.597919627386315,25.14139390934103,L6a,Pvalb,INH,10460,L6a,,EXC,10461,AISynphys,Accessed on 2025-07-08 00:00:007,True,-0.3937498301140542,4.351178487463199,22.410625666581886,-55.0,0.0,25.0,25.0,50.0
100,mouse,VISp,24.597919627386315,25.14139390934103,L6a,,EXC,10461,L6a,Pvalb,INH,10460,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.6804821554156275,0.8607436911940621,5.000000000011824,-70.0,0.0,25.0,25.0,50.0
101,mouse,VISp,94.16846298544571,20.3028020876136,L6a,Ntsr1,EXC,10490,L6a,,EXC,10493,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.030426587147416785,2.750401021506923,11.462221270506811,-70.0,75.0,100.0,0.0,25.0
102,mouse,VISp,14.337886077482235,4.852877669912098,L6a,Ntsr1,EXC,10495,L6a,Sst,INH,10494,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.11410339367783882,5.598329035076748,10.13134786252335,-70.0,0.0,25.0,0.0,25.0
103,mouse,VISp,29.772726252556016,62.011138128487595,L6a,Ntsr1,EXC,10496,L6a,,EXC,10493,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.9002313450397653,3.025610720351757,15.35906452161991,-70.0,25.0,50.0,50.0,75.0
104,mouse,VISp,0.07224039638872086,37.03379230075067,L6a,Ntsr1,EXC,10496,L6a,Sst,INH,10494,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.26140848330137895,3.8784432303753635,20.3307197177322,-70.0,0.0,25.0,25.0,50.0
105,mouse,VISp,65.36391441520044,34.7787630161329,L4,Sim1,EXC,10556,L5,Sim1,EXC,10560,AISynphys,Accessed on 2025-07-08 00:00:007,True,0.06034334478066137,6.352928098226853,20.908785170140405,-70.0,50.0,75.0,25.0,50.0
106,mouse,VISp,101.54332564276649,17.312734207428434,L5,Tlx3,EXC,10632,L5,Sst,INH,10627,AISynphys,Accessed on 2025-07-08 00:00:007,True,3.21866177026508e-13,3.5517103900153235,36.93704777851142,-70.0,100.0,125.0,0.0,25.0
