,Presynaptic layer,Postsynaptic layer,Presynaptic Schneider-Mizell type,Postsynaptic Schneider-Mizell type,sample size,column radius (um),connection probability,dataset,citation
482,L6,L6,ITC,L6tall-a,243,50,0.02880658436213992,Schneider-Mizell2024,schneider-mizell_cell-type_2024
483,L6,L6,ITC,L6tall-b,186,50,0.03225806451612903,Schneider-Mizell2024,schneider-mizell_cell-type_2024
484,L6,L6,ITC,L6tall-c,315,50,0.03492063492063492,Schneider-Mizell2024,schneider-mizell_cell-type_2024
485,L6,L6,ITC,PTC,36,50,0.4166666666666667,Schneider-Mizell2024,schneider-mizell_cell-type_2024
486,L6,L6,ITC,STC,18,50,0.1111111111111111,Schneider-Mizell2024,schneider-mizell_cell-type_2024
487,L6,L6,PTC,DTC,180,50,0.12777777777777777,Schneider-Mizell2024,schneider-mizell_cell-type_2024
488,L6,L6,PTC,ITC,36,50,0.19444444444444445,Schneider-Mizell2024,schneider-mizell_cell-type_2024
489,L6,L6,PTC,L6short-a,828,50,0.3647342995169082,Schneider-Mizell2024,schneider-mizell_cell-type_2024
490,L6,L6,PTC,L6short-b,660,50,0.32575757575757575,Schneider-Mizell2024,schneider-mizell_cell-type_2024
491,L6,L6,PTC,L6tall-a,972,50,0.2962962962962963,Schneider-Mizell2024,schneider-mizell_cell-type_2024
492,L6,L6,PTC,L6tall-b,744,50,0.23655913978494625,Schneider-Mizell2024,schneider-mizell_cell-type_2024
493,L6,L6,PTC,L6tall-c,1260,50,0.1984126984126984,Schneider-Mizell2024,schneider-mizell_cell-type_2024
494,L6,L6,PTC,L6wm,312,50,0.03205128205128205,Schneider-Mizell2024,schneider-mizell_cell-type_2024
495,L6,L6,PTC,PTC,132,50,0.3787878787878788,Schneider-Mizell2024,schneider-mizell_cell-type_2024
496,L6,L6,PTC,STC,72,50,0.08333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
497,L6,L6,STC,DTC,90,50,0.1111111111111111,Schneider-Mizell2024,schneider-mizell_cell-type_2024
498,L6,L6,STC,L6short-a,414,50,0.06038647342995169,Schneider-Mizell2024,schneider-mizell_cell-type_2024
499,L6,L6,STC,L6short-b,330,50,0.10606060606060606,Schneider-Mizell2024,schneider-mizell_cell-type_2024
500,L6,L6,STC,L6tall-a,486,50,0.053497942386831275,Schneider-Mizell2024,schneider-mizell_cell-type_2024
501,L6,L6,STC,L6tall-b,372,50,0.0456989247311828,Schneider-Mizell2024,schneider-mizell_cell-type_2024
502,L6,L6,STC,L6tall-c,630,50,0.05396825396825397,Schneider-Mizell2024,schneider-mizell_cell-type_2024
503,L6,L6,STC,L6wm,156,50,0.057692307692307696,Schneider-Mizell2024,schneider-mizell_cell-type_2024
504,L6,L6,STC,PTC,72,50,0.08333333333333333,Schneider-Mizell2024,schneider-mizell_cell-type_2024
505,L6,L6,STC,STC,30,50,0.06666666666666667,Schneider-Mizell2024,schneider-mizell_cell-type_2024
