,species,region,Horizontal interesomatic distance (um),Vertical interesomatic distance (um),Presynaptic layer,Presynaptic gene expression,Presynaptic synapse class,Presynaptic gid,Postsynaptic layer,Postsynaptic gene expression,Postsynaptic synapse class,Postsynaptic gid,dataset,notes,connected,Stimulus pulse frequency (Hz),Number of pulses,Interburst interval,Number of bursts,Paired pulse difference,stp induction,stp recovery,Holding potential (mV),minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um)
359,mouse,VISp,3.9634524045076454,19.30882188035309,L4,Tlx3,EXC,1979,L4,Pvalb,INH,1976,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.21195153319210425,-0.5888354501997128,-0.1518827374224256,-70.0,0.0,25.0,0.0,25.0
360,mouse,VISp,14.709254161053298,48.551434852900705,L5,Sst,INH,2191,L4,Tlx3,EXC,2192,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.36246473189571304,-0.17635316050065444,-0.005951111560641641,-55.0,0.0,25.0,25.0,50.0
361,mouse,VISp,33.59419927462957,41.99990348175202,L5,Tlx3,EXC,2328,L5,Sst,INH,2327,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.020025561253737587,-0.03142800230151944,-0.06044320199616092,-70.0,25.0,50.0,25.0,50.0
362,mouse,VISp,31.68105595133925,50.91381332023874,L5,Tlx3,EXC,2335,L5,Sst,INH,2337,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.10144645748656769,0.49119457159803054,0.2281392320742519,-70.0,25.0,50.0,50.0,75.0
363,mouse,VISp,50.35842957957254,24.529236954688272,L5,Tlx3,EXC,2338,L5,Sst,INH,2337,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.05174738078930996,0.49924637566315805,0.5517419350002213,-70.0,50.0,75.0,0.0,25.0
364,mouse,VISp,14.818312943365267,65.33115514677887,L5,Pvalb,INH,2519,L5,Sst,INH,2521,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.11542058784046616,-0.20377700184158345,0.01635106262835407,-55.0,0.0,25.0,50.0,75.0
365,mouse,VISp,61.096005298455374,3.5131918508868023,L5,Sst,INH,2666,L5,Tlx3,EXC,2670,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.17617775019248028,0.012009421250824557,0.11354719851115541,-55.0,50.0,75.0,0.0,25.0
366,mouse,VISp,126.1845987669838,50.45525817856107,L5,Tlx3,EXC,2668,L5,Tlx3,EXC,2670,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.013637376646150667,-0.0005890326058015506,-0.017983103279330215,-70.0,125.0,150.0,50.0,75.0
367,mouse,VISp,124.67274878175174,135.14891525373812,L5,Tlx3,EXC,2671,L5,Tlx3,EXC,2668,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3018840514674835,-0.22072373240894988,-0.008980500951199287,-70.0,100.0,125.0,125.0,150.0
368,mouse,VISp,88.01095905344248,18.875452621413313,L5,Tlx3,EXC,2744,L4,Sst,INH,2749,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.002463876011103599,0.043824190672631116,-0.02946355065625518,-70.0,75.0,100.0,0.0,25.0
369,mouse,VISp,11.631737095151458,22.854999542534983,L5,Tlx3,EXC,2796,L5,Tlx3,EXC,2803,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.015056812267515221,-0.3822497472436779,0.19898745171158574,-70.0,0.0,25.0,0.0,25.0
370,mouse,VISp,12.931624395788814,28.447314802389442,L5,Tlx3,EXC,2798,L5,Tlx3,EXC,2800,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.32980170519648233,-0.015410782079395842,-0.524114275387227,-70.0,0.0,25.0,25.0,50.0
371,mouse,VISp,79.56143747725727,58.91267277320262,L5,Tlx3,EXC,2799,L5,Tlx3,EXC,2802,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.138866628883545,-0.29362721896005667,0.3263309128030243,-70.0,75.0,100.0,50.0,75.0
372,mouse,VISp,66.89882386191742,67.06388985722656,L5,Pvalb,INH,3029,L5,Pvalb,INH,3031,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2543808622599127,-0.6884970242932031,-0.27208797065952445,-55.0,50.0,75.0,50.0,75.0
373,mouse,VISp,112.50080932462976,38.337519049010446,L5,Pvalb,INH,3033,L5,Pvalb,INH,3029,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.22368155835723857,-0.19323103766871227,0.02179800909223496,-55.0,100.0,125.0,25.0,50.0
374,mouse,VISp,17.739960746305396,52.17357172064752,L5,Pvalb,INH,3033,L5,Pvalb,INH,3034,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4415373624667208,-0.6436776359086929,-0.15721511323272463,-55.0,0.0,25.0,50.0,75.0
375,mouse,VISp,54.76195099496581,23.436341333597817,L4,,EXC,3100,L4,,,3099,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.0806151856756285,-0.13558810999764817,0.12012173161174837,-70.0,50.0,75.0,0.0,25.0
376,mouse,VISp,7.982748387955991,72.36750742663818,L5,Pvalb,INH,3191,L5,Tlx3,EXC,3194,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2688597354992245,-0.6076473196376493,-0.16507583974408827,-55.0,0.0,25.0,50.0,75.0
377,mouse,VISp,8.294013767656507,63.00110169728715,L5,Tlx3,EXC,3199,L4,Tlx3,EXC,3203,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.03815380235577164,0.14354459894853927,-0.16934955709606905,-70.0,0.0,25.0,50.0,75.0
378,mouse,VISp,86.64164168944033,33.68714004599602,L5,Tlx3,EXC,3428,L5,Pvalb,INH,3425,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.0431492436460841,0.023120287396659354,-0.05762235053240395,-70.0,75.0,100.0,25.0,50.0
379,mouse,VISp,75.68110461126227,41.99913264139066,L5,Sst,INH,3766,L5,Sst,INH,3762,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.059711429242246615,-0.06353014601716014,0.28903600770659665,-55.0,75.0,100.0,25.0,50.0
380,mouse,VISp,31.407237130169502,37.301833418470494,L5,Rorb,EXC,3862,L5,,INH,3863,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.6272286073263508,-0.840048901947141,-0.10422185529577294,-70.0,25.0,50.0,25.0,50.0
381,mouse,VISp,31.407237130169502,37.301833418470494,L5,,INH,3863,L5,Rorb,EXC,3862,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2110969651399743,-0.5719771064919519,-0.054656845032672076,-55.0,25.0,50.0,25.0,50.0
382,mouse,VISp,24.51458203974824,11.138138536867096,L5,Rorb,EXC,3864,L5,Rorb,EXC,3865,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.13820419422979474,-0.1485332026930055,-0.11042262267186775,-70.0,0.0,25.0,0.0,25.0
383,mouse,VISp,32.84472709953535,68.5024644153554,L5,Rorb,EXC,3864,L5,,,3866,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.10817812113686973,-0.5300056674234117,-0.14042443068490784,-70.0,25.0,50.0,50.0,75.0
384,mouse,VISp,8.670919946134477,57.41088040169492,L5,Rorb,EXC,3865,L5,,,3866,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.21894090964297208,-0.5071954040589846,-0.19912348116365428,-70.0,0.0,25.0,50.0,75.0
385,mouse,VISp,11.610577031079744,116.19636766683088,L5,,INH,3867,L5,Rorb,EXC,3865,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.34437315841521,-0.7832501174168918,0.06424735329592834,-55.0,0.0,25.0,100.0,125.0
386,mouse,VISp,30.62445649527425,23.751101567486558,L5,Sst,INH,3874,L5,Sst,INH,3875,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.5107473610415265,-0.31400060667587915,0.17565585391913582,-55.0,25.0,50.0,0.0,25.0
387,mouse,VISp,11.052412592332608,18.55460555384717,L6a,Slc17a8,EXC,4000,L6a,Slc17a8,EXC,4007,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.18743491959149566,0.07493118242897323,0.24797490692750968,-70.0,0.0,25.0,0.0,25.0
388,mouse,VISp,64.47479679302626,92.61727164788418,L6a,Slc17a8,EXC,4048,L6a,,,4042,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.07031970278514166,0.06898472781747743,-0.1601457594871702,-70.0,50.0,75.0,75.0,100.0
389,mouse,VISp,66.20407268927205,68.36022976734039,L5,,INH,4105,L5,Rorb,EXC,4103,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,,,-0.015122948188821676,-55.0,50.0,75.0,50.0,75.0
390,mouse,VISp,32.144308203808244,41.4495556255864,L5,,INH,4376,L4,Rorb,EXC,4375,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.010744702952238802,-0.13902428309256,0.078566080744971,-55.0,25.0,50.0,25.0,50.0
391,mouse,VISp,29.20366778277968,38.520584211990375,L5,Tlx3,EXC,4432,L5,Sst,INH,4441,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.05763369483784198,-0.08204979150417413,0.13277580651912543,-70.0,25.0,50.0,25.0,50.0
392,mouse,VISp,76.56498387816764,14.300299916642276,L5,Tlx3,EXC,4435,L5,Sst,INH,4441,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.10271550362623871,0.0206650768920195,0.14883050462417527,-70.0,75.0,100.0,0.0,25.0
393,mouse,VISp,29.20366778277968,38.520584211990375,L5,Sst,INH,4441,L5,Tlx3,EXC,4432,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.4203236463499903,-0.2057803914182928,-0.17747777390802166,-55.0,25.0,50.0,25.0,50.0
394,mouse,VISp,54.94603640970746,103.07383127444677,L5,,INH,4501,L5,Rorb,EXC,4499,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.16637371924305952,-0.15745781462200123,-0.0796261357283358,-55.0,50.0,75.0,100.0,125.0
395,mouse,VISp,39.07586823984224,79.39510734360451,L5,Tlx3,EXC,4593,L5,Sst,INH,4598,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.0100523602264334,0.03738469832286635,0.028443312756215002,-70.0,25.0,50.0,75.0,100.0
396,mouse,VISp,27.727504916929462,32.69544092395223,L4,Rorb,EXC,4687,L4,Rorb,EXC,4691,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4565769852096287,-0.8954584115173869,-0.0688119466277479,-70.0,25.0,50.0,25.0,50.0
397,mouse,VISp,91.51349436089576,18.30385959923136,L4,Rorb,EXC,4688,L4,Rorb,EXC,4692,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3465869777855694,-0.7689079467470795,-0.12804600209082745,-70.0,75.0,100.0,0.0,25.0
398,mouse,VISp,37.226688774452946,34.531883910091224,L4,Rorb,EXC,4690,L4,Rorb,EXC,4688,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.23052768917009087,-0.23216418906128553,-0.32457929898346943,-70.0,25.0,50.0,25.0,50.0
399,mouse,VISp,82.25270806223527,10.620618865148149,L4,Rorb,EXC,4691,L4,Rorb,EXC,4688,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.31064106900241584,-0.30282305905825346,0.04501260640140255,-70.0,75.0,100.0,0.0,25.0
400,mouse,VISp,91.51349436089576,18.30385959923136,L4,Rorb,EXC,4692,L4,Rorb,EXC,4688,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.09371468673627983,-0.5662564579485239,-0.1852696058742391,-70.0,75.0,100.0,0.0,25.0
401,mouse,VISp,113.70894002149852,9.225989281768268,L5,Rorb,EXC,4796,L5,Rorb,EXC,4791,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.21325149683111003,-0.26772103719839585,-0.3361526431604047,-70.0,100.0,125.0,0.0,25.0
402,mouse,VISp,124.99172605642404,180.02397692853555,L5,Pvalb,INH,4906,L5,Pvalb,INH,4903,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.23545717545298836,-0.19391093210925386,-0.08635469421295887,-55.0,100.0,125.0,175.0,200.0
403,mouse,VISp,94.67327557119792,105.06742528448119,L5,Sst,INH,5188,L5,Sst,INH,5186,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.1260068493192286,0.20236637278815975,-0.12029282236638272,-55.0,75.0,100.0,100.0,125.0
404,mouse,VISp,96.68468441989833,25.647158740583905,L4,Tlx3,EXC,5632,L5,Pvalb,INH,5633,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.5304410208286309,-0.4137331149063774,-0.0681866561136692,-70.0,75.0,100.0,25.0,50.0
405,mouse,VISp,96.68468441989833,25.647158740583905,L5,Pvalb,INH,5633,L4,Tlx3,EXC,5632,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.2702668906771984,-0.6385995507322515,-0.20175363710976987,-55.0,75.0,100.0,25.0,50.0
406,mouse,VISp,17.262114409096018,54.47396932469009,L5,Pvalb,INH,5757,L5,Pvalb,INH,5755,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.5730330912944597,-0.6275245124826916,-0.09658909383702535,-55.0,0.0,25.0,50.0,75.0
407,mouse,VISp,4.550121940750509,126.05017916724393,L5,Tlx3,EXC,5858,L5,,,5859,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.07025100867546824,0.07804265053926454,0.14868443655310537,-70.0,0.0,25.0,125.0,150.0
408,mouse,VISp,53.546906665489956,74.97861268339986,L1,,EXC,5982,L23,,EXC,5985,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.07532532221252748,0.06661405348593276,-0.09884149989253166,-70.0,50.0,75.0,50.0,75.0
409,mouse,VISp,53.546906665489956,74.97861268339986,L23,,EXC,5985,L1,,EXC,5982,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.21146906742835186,0.09267515019953043,0.13427327670870354,-70.0,50.0,75.0,50.0,75.0
410,mouse,VISp,0.6034665315128502,9.166039856194052,L5,Tlx3,EXC,6013,L5,Sst,INH,6026,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.017804341931334615,-0.034486916101224646,0.0161174264067403,-70.0,0.0,25.0,0.0,25.0
411,mouse,VISp,0.6034665315128502,9.166039856194052,L5,Sst,INH,6026,L5,Tlx3,EXC,6013,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.19399257163460076,-0.37680546258946473,-0.09086274354402366,-55.0,0.0,25.0,0.0,25.0
412,mouse,VISp,117.4209799241598,30.014567147638452,L23,,EXC,6042,L23,,,6039,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.019618408664685266,0.08944817238545028,0.061136253475567226,-70.0,100.0,125.0,25.0,50.0
413,mouse,VISp,20.60870898904145,4.590159786433372,L4,Rorb,EXC,6139,L4,Rorb,EXC,6138,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.5224872261501504,-0.741327038266969,-0.07968339349572717,-70.0,0.0,25.0,0.0,25.0
414,mouse,VISp,72.00956848328204,21.78539811092543,L23,,EXC,6202,L23,,INH,6207,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3625771175533086,-0.508851801067719,-0.11711276519166988,-70.0,50.0,75.0,0.0,25.0
415,mouse,VISp,150.5162156928355,5.896957194839259,L4,,EXC,6362,L4,Sim1,EXC,6357,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4142710658188227,-0.4618683805955526,0.1031692197984457,-70.0,150.0,175.0,0.0,25.0
416,mouse,VISp,81.04378274805237,6.851552817904137,L6a,,EXC,6382,L6a,,,6380,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.10585780797689838,-0.0713022253166893,0.02969690353049437,-70.0,75.0,100.0,0.0,25.0
417,mouse,VISp,7.335183153614262,58.632146854289054,L6a,Sst,INH,6383,L6a,Sst,INH,6381,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.06377646913488098,-0.050303369800603154,0.01578129736540795,-55.0,0.0,25.0,50.0,75.0
418,mouse,VISp,20.866001198191167,5.652248932688025,L23,,EXC,6391,L23,,EXC,6394,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.004959139021713105,-0.19447971869126915,-0.03205560504961862,-70.0,0.0,25.0,0.0,25.0
419,mouse,VISp,17.395671927357952,24.420626966679873,L23,,EXC,6396,L23,,EXC,6394,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.35197713436667916,-0.19915600372526907,0.1333469012956504,-70.0,0.0,25.0,0.0,25.0
420,mouse,VISp,81.5547400046961,43.889551301266174,L4,,EXC,6417,L5,Tlx3,EXC,6423,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.07174873558715456,0.024703477253960476,-0.050846393007508754,-70.0,75.0,100.0,25.0,50.0
421,mouse,VISp,78.58315313482615,93.6394010427686,L4,Pvalb,INH,6418,L5,Tlx3,EXC,6424,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.25240629953505894,-0.6362743155577799,-0.2429174484020618,-55.0,75.0,100.0,75.0,100.0
422,mouse,VISp,13.945085228634769,91.22209218147826,L5,,EXC,6535,L5,,,6538,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.721381811216149,-1.1219318420224516,-0.3456178181276414,-70.0,0.0,25.0,75.0,100.0
423,mouse,VISp,69.39888792976043,8.532181409380371,L5,Sst,INH,6555,L5,Tlx3,EXC,6556,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.31047351900359493,-0.30276000631861,0.0816562953058021,-55.0,50.0,75.0,0.0,25.0
424,mouse,VISp,131.73485088282055,100.96119548153652,L4,,EXC,6577,L4,,,6578,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.16054839612974345,-0.44577330965880874,-0.08387728725430194,-70.0,125.0,150.0,100.0,125.0
425,mouse,VISp,38.62131767826583,71.86323390492852,L4,Pvalb,INH,6607,L5,Tlx3,EXC,6608,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4983035458295495,-0.8535608223241445,-0.16782953023561495,-55.0,25.0,50.0,50.0,75.0
426,mouse,VISp,67.96056293039307,47.98579519632902,L5,Sim1,EXC,6771,L5,,EXC,6769,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.45013240012099476,-0.31776303877518275,-0.22651333791754497,-70.0,50.0,75.0,25.0,50.0
427,mouse,VISp,8.239709100137203,22.55261513960458,L4,Pvalb,INH,6777,L4,Tlx3,EXC,6778,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.21821873553457424,-0.4077860167342861,-0.21618182596658123,-55.0,0.0,25.0,0.0,25.0
428,mouse,VISp,23.912910410963025,0.11221464806349205,L4,Pvalb,INH,6777,L4,Tlx3,EXC,6779,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.10325291399246636,-0.36816764064284757,-0.24959043042487306,-55.0,0.0,25.0,0.0,25.0
429,mouse,VISp,50.62646788481734,7.80598338952187,L4,Pvalb,INH,6777,L4,Pvalb,INH,6782,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.16835258685553028,-0.27239358769443633,-0.14565936501028506,-55.0,50.0,75.0,0.0,25.0
430,mouse,VISp,50.62646788481734,7.80598338952187,L4,Pvalb,INH,6782,L4,Pvalb,INH,6777,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.3061633915948587,-0.19514554703039363,-0.005582114502121427,-55.0,50.0,75.0,0.0,25.0
431,mouse,VISp,55.877549766364986,9.031087050150399,L4,Rorb,EXC,7448,L4,Rorb,EXC,7450,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.41489188203896027,-0.7038173501997189,-0.19346541567637382,-70.0,50.0,75.0,0.0,25.0
432,mouse,VISp,22.686272987336224,16.766205582779836,L5,Tlx3,EXC,7743,L5,Sst,INH,7744,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.25520075554003974,0.08918725125138081,-0.08668397471033013,-70.0,0.0,25.0,0.0,25.0
433,mouse,VISp,48.645821101062616,49.89343579924489,L5,Sst,INH,7744,L5,Tlx3,EXC,7742,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.002526887790237675,-0.15998779505481092,0.145510745361071,-55.0,25.0,50.0,25.0,50.0
434,mouse,VISp,81.58449168916358,48.037921626885876,L5,Pvalb,INH,7901,L4,Tlx3,EXC,7907,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.17996273104244462,-0.19389199825773065,-0.0448090701799147,-55.0,75.0,100.0,25.0,50.0
435,mouse,VISp,188.96198129960624,6.6873619108901,L5,Tlx3,EXC,7906,L5,Pvalb,INH,7903,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,,,-0.27059933842662226,-70.0,175.0,200.0,0.0,25.0
436,mouse,VISp,22.83300262795958,30.644493852755815,L4,Tlx3,EXC,7907,L5,Tlx3,EXC,7906,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.07835782513531389,-0.06717941224119305,-0.05296914729862941,-70.0,0.0,25.0,25.0,50.0
437,mouse,VISp,13.668955330391682,64.00446363977878,L4,Rorb,EXC,8051,L5,,INH,8049,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.010692349273889495,-0.38915806039049256,-0.16288736369278906,-70.0,0.0,25.0,50.0,75.0
438,mouse,VISp,83.80411221078266,93.27483903691568,L5,Tlx3,EXC,8086,L4,Pvalb,INH,8082,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.08869888983645859,-0.5623762671171454,-0.27065870534961184,-70.0,75.0,100.0,75.0,100.0
439,mouse,VISp,16.74768303604635,54.92225733392737,L5,Tlx3,EXC,8237,L5,Sst,INH,8238,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.07849971888402602,0.12466678007084758,0.013741999648863214,-70.0,0.0,25.0,50.0,75.0
440,mouse,VISp,48.34183879457934,107.82432593046352,L4,Rorb,EXC,8244,L5,,INH,8249,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.6698810129342503,-0.9368678342091403,-0.15730782388547865,-70.0,25.0,50.0,100.0,125.0
441,mouse,VISp,35.51264532120484,1.1460792033265201,L5,Rorb,EXC,10005,L4,Rorb,EXC,10004,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4797171774582624,-0.756523985820573,-0.050824912926283904,-70.0,25.0,50.0,0.0,25.0
442,mouse,VISp,73.60235853713783,51.4085987922312,L4,Rorb,EXC,10024,L4,Rorb,EXC,10026,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.03658124100558624,-0.5574705144017409,0.06873950503821472,-70.0,50.0,75.0,50.0,75.0
443,mouse,VISp,3.6299931949363526,38.341906495957005,L4,Pvalb,INH,10045,L4,Tlx3,EXC,10050,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.07889236917811054,-0.4674581234245124,-0.4921303146376213,-55.0,0.0,25.0,25.0,50.0
444,mouse,VISp,56.309511033760295,9.939165451831455,L6a,,EXC,10850,L6a,,INH,10841,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,0.15748034017525891,0.16990635983181573,0.05005079684542436,-70.0,50.0,75.0,0.0,25.0
445,mouse,VISp,103.64992192500222,60.39202521617314,L6a,,EXC,10897,L6b,Ntsr1,EXC,10892,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.21156847221278907,-0.4446404002414772,-0.04135867762897186,-70.0,100.0,125.0,50.0,75.0
446,mouse,VISp,56.84936223817088,23.353988606728606,L6a,,EXC,11085,L6a,,EXC,11083,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.01854813713793331,0.013997868001065393,-0.055075488859857455,-70.0,50.0,75.0,0.0,25.0
447,mouse,VISp,22.88956527923679,16.558294678122877,L6a,,EXC,11086,L6a,Ntsr1,EXC,11087,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.15900552373808902,-0.14658774048564158,-0.03364261285194507,-70.0,0.0,25.0,0.0,25.0
448,mouse,VISp,53.54702499932228,13.192705190444446,L6a,,EXC,11104,L6a,Ntsr1,EXC,11102,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.0017249771899933708,-0.5076106217864127,-0.5869392241465474,-70.0,50.0,75.0,0.0,25.0
449,mouse,VISp,185.50927320867171,36.92727931476063,L6a,,EXC,11104,L6b,,INH,11105,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.4765973394238756,-0.49152947457698465,0.44051101028927625,-70.0,175.0,200.0,25.0,50.0
450,mouse,VISp,133.3229222186871,44.8938896908019,L6a,,EXC,11108,L6a,Ntsr1,EXC,11102,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.12373051374966917,-0.35873435633036416,0.18043901998659764,-70.0,125.0,150.0,25.0,50.0
451,mouse,VISp,178.3176651577208,56.326446869114456,L4,Sim1,EXC,11329,L4,Sim1,EXC,11334,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.5283930396205816,-1.1168101642799588,-0.32608191020669947,-70.0,175.0,200.0,50.0,75.0
452,mouse,VISp,141.0726609644818,14.53618245520112,L4,Sim1,EXC,11333,L4,Sim1,EXC,11334,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.23187859255807866,-0.5741866762255575,-0.18455559974330457,-70.0,125.0,150.0,0.0,25.0
453,mouse,VISp,97.09955486871132,22.071683546755118,L5,Sim1,EXC,11342,L5,Sim1,EXC,11339,AISynphys,Accessed on 2025-07-08 00:00:007,True,50,8,250,2,-0.13358164837696476,-0.5280071465063317,-0.49874921536198413,-70.0,75.0,100.0,0.0,25.0
