firing rate (Hz),region,spiking class,citation,dataset
2.75784285102605,VISl,RS,siegle_survey_2019,Siegle2019
0.205627874127312,VISrl,RS,siegle_survey_2019,Siegle2019
0.277007597095767,VISl,RS,siegle_survey_2019,Siegle2019
7.96106564228225,VISl,FS,siegle_survey_2019,Siegle2019
0.8246988903057,VISl,RS,siegle_survey_2019,Siegle2019
1.34284408876552,VISl,RS,siegle_survey_2019,Siegle2019
0.419039197336936,VISrl,RS,siegle_survey_2019,Siegle2019
0.667327059320904,VISl,RS,siegle_survey_2019,Siegle2019
0.615802816897028,VISl,RS,siegle_survey_2019,Siegle2019
0.587293427225869,VISl,RS,siegle_survey_2019,Siegle2019
0.533592104136196,VISl,RS,siegle_survey_2019,Siegle2019
0.575163391465244,VISal,RS,siegle_survey_2019,Siegle2019
1.26913306386401,VISal,RS,siegle_survey_2019,Siegle2019
2.39240187181749,VISal,RS,siegle_survey_2019,Siegle2019
1.30645440865988,VISal,RS,siegle_survey_2019,Siegle2019
0.443709321462012,VISal,FS,siegle_survey_2019,Siegle2019
7.47958123979453,grey,FS,siegle_survey_2019,Siegle2019
0.476156187758168,grey,FS,siegle_survey_2019,Siegle2019
0.748600877814442,grey,FS,siegle_survey_2019,Siegle2019
2.78550851488661,grey,FS,siegle_survey_2019,Siegle2019
1.93002389451204,grey,RS,siegle_survey_2019,Siegle2019
0.344598991532364,grey,FS,siegle_survey_2019,Siegle2019
1.58936436196831,grey,RS,siegle_survey_2019,Siegle2019
0.393012869103247,grey,FS,siegle_survey_2019,Siegle2019
1.43510344157116,grey,RS,siegle_survey_2019,Siegle2019
0.903794827972068,grey,RS,siegle_survey_2019,Siegle2019
2.89902713574339,grey,RS,siegle_survey_2019,Siegle2019
3.47294410840379,grey,RS,siegle_survey_2019,Siegle2019
1.38845195354782,grey,RS,siegle_survey_2019,Siegle2019
0.189508711348123,grey,RS,siegle_survey_2019,Siegle2019
0.361393527220765,grey,RS,siegle_survey_2019,Siegle2019
0.486834195016842,VISrl,RS,siegle_survey_2019,Siegle2019
8.33174842102078,VISrl,FS,siegle_survey_2019,Siegle2019
1.14171741689107,VISrl,RS,siegle_survey_2019,Siegle2019
1.50870912267464,VISrl,RS,siegle_survey_2019,Siegle2019
0.386689000726751,VISrl,RS,siegle_survey_2019,Siegle2019
0.493054393419953,VISrl,RS,siegle_survey_2019,Siegle2019
1.55950740963338,VISrl,RS,siegle_survey_2019,Siegle2019
2.5301693704389,VISrl,RS,siegle_survey_2019,Siegle2019
0.416753293008455,VISrl,RS,siegle_survey_2019,Siegle2019
5.55805828310008,VISrl,RS,siegle_survey_2019,Siegle2019
