,Presynaptic layer,Postsynaptic layer,Presynaptic Schneider-Mizell type,Postsynaptic Schneider-Mizell type,synapses per connection,column radius (um),dataset,citation
3899,L4,L1,ITC,STC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3900,L4,L3,ITC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3901,L4,L3,ITC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3902,L4,L6,ITC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3903,L4,L4,ITC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3904,L4,L4,ITC,PTC,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3905,L4,L5,ITC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3906,L4,L4,ITC,PTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3907,L4,L3,ITC,PTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3908,L4,L4,ITC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3909,L4,L3,ITC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3910,L4,L5,ITC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3911,L6,L6,STC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3912,L6,L6,STC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3913,L6,L5,STC,L5NP,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3914,L6,L5,STC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3915,L6,L6,STC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3916,L6,L6,STC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3917,L6,L5,STC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3918,L6,L6,STC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3919,L6,L6,STC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3920,L6,L6,STC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3921,L6,L5,STC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3922,L6,L6,STC,DTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3923,L6,L5,STC,L5NP,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3924,L6,L6,STC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3925,L6,L6,STC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3926,L6,L5,STC,L5NP,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3927,L6,L6,STC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3928,L6,L6,STC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3929,L6,L5,STC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3930,L6,L6,STC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3931,L6,L6,STC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3932,L6,L6,STC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3933,L6,L6,STC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3934,L6,L6,STC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3935,L6,L6,STC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3936,L4,L5,ITC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3937,L4,L4,ITC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3938,L4,L4,ITC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3939,L4,L4,ITC,DTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3940,L4,L5,ITC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3941,L4,L4,ITC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3942,L4,L3,ITC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3943,L4,L2,ITC,DTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3944,L4,L3,ITC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3945,L4,L5,ITC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3946,L4,L5,ITC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3947,L4,L5,ITC,DTC,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3948,L4,L5,ITC,DTC,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3949,L4,L4,ITC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3950,L4,L4,ITC,DTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3951,L4,L5,ITC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3952,L4,L5,ITC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3953,L4,L4,ITC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3954,L4,L4,ITC,DTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3955,L4,L5,ITC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3956,L4,L4,ITC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3957,L4,L3,ITC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3958,L4,L4,ITC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3959,L4,L5,ITC,DTC,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3960,L4,L5,ITC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3961,L4,L4,ITC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3962,L4,L2,ITC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3963,L4,L4,ITC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3964,L4,L4,ITC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3965,L4,L5,ITC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3966,L4,L5,ITC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3967,L4,L4,ITC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3968,L4,L4,ITC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3969,L4,L3,ITC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3970,L4,L4,ITC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3971,L4,L4,ITC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3972,L4,L4,ITC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3973,L4,L3,ITC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3974,L4,L2,ITC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3975,L4,L4,ITC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3976,L4,L4,ITC,DTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3977,L4,L3,ITC,STC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3978,L4,L5,ITC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3979,L4,L5,ITC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3980,L4,L4,ITC,DTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3981,L4,L4,ITC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3982,L4,L5,ITC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3983,L4,L5,ITC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3984,L4,L3,ITC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3985,L4,L5,ITC,DTC,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3986,L4,L3,ITC,ITC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3987,L4,L3,ITC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3988,L4,L4,ITC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3989,L4,L4,ITC,ITC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3990,L4,L5,ITC,DTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3991,L4,L5,ITC,DTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3992,L4,L3,ITC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3993,L4,L4,ITC,DTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3994,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3995,L4,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3996,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3997,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3998,L4,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
3999,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4000,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4001,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4002,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4003,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4004,L4,L4,PTC,L4a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4005,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4006,L4,L3,PTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4007,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4008,L4,L5,PTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4009,L4,L4,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4010,L4,L3,PTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4011,L4,L3,PTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4012,L4,L6,PTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4013,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4014,L4,L3,PTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4015,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4016,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4017,L4,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4018,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4019,L4,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4020,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4021,L4,L3,PTC,L3b,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4022,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4023,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4024,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4025,L4,L3,PTC,L3b,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4026,L4,L3,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4027,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4028,L4,L4,PTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4029,L4,L3,PTC,L3b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4030,L4,L4,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4031,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4032,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4033,L4,L6,PTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4034,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4035,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4036,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4037,L4,L6,PTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4038,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4039,L4,L3,PTC,L3b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4040,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4041,L4,L3,PTC,L3b,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4042,L4,L4,PTC,L4b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4043,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4044,L4,L6,PTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4045,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4046,L4,L3,PTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4047,L4,L3,PTC,L3a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4048,L4,L4,PTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4049,L4,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4050,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4051,L4,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4052,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4053,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4054,L4,L4,PTC,PTC,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4055,L4,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4056,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4057,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4058,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4059,L4,L4,PTC,L4a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4060,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4061,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4062,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4063,L4,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4064,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4065,L4,L4,PTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4066,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4067,L4,L3,PTC,STC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4068,L4,L3,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4069,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4070,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4071,L4,L6,PTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4072,L4,L3,PTC,PTC,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4073,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4074,L4,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4075,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4076,L4,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4077,L4,L4,PTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4078,L4,L4,PTC,L4b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4079,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4080,L4,L3,PTC,L3b,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4081,L4,L6,PTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4082,L4,L4,PTC,L4b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4083,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4084,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4085,L4,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4086,L4,L3,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4087,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4088,L4,L4,PTC,L4a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4089,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4090,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4091,L4,L4,PTC,PTC,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4092,L4,L4,PTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4093,L4,L3,PTC,ITC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4094,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4095,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4096,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4097,L4,L4,PTC,L4a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4098,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4099,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4100,L4,L4,PTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4101,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4102,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4103,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4104,L4,L4,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4105,L4,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4106,L4,L3,PTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4107,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4108,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4109,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4110,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4111,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4112,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4113,L4,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4114,L4,L3,PTC,L3b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4115,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4116,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4117,L4,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4118,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4119,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4120,L4,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4121,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4122,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4123,L4,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4124,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4125,L4,L4,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4126,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4127,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4128,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4129,L4,L4,PTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4130,L4,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4131,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4132,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4133,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4134,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4135,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4136,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4137,L4,L3,PTC,L3b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4138,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4139,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4140,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4141,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4142,L4,L4,PTC,L4b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4143,L4,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4144,L4,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4145,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4146,L4,L4,PTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4147,L4,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4148,L4,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4149,L4,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4150,L4,L4,PTC,L4a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4151,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4152,L4,L4,PTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4153,L4,L5,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4154,L4,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4155,L4,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4156,L4,L3,PTC,L3b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4157,L4,L3,PTC,L3b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4158,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4159,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4160,L4,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4161,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4162,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4163,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4164,L4,L3,PTC,L3b,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4165,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4166,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4167,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4168,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4169,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4170,L4,L4,PTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4171,L4,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4172,L4,L3,PTC,L3a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4173,L4,L3,PTC,L3b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4174,L4,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4175,L4,L4,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4176,L4,L4,PTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4177,L4,L3,PTC,PTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4178,L4,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4179,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4180,L4,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
4181,L4,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
