,Presynaptic layer,Postsynaptic layer,Presynaptic Schneider-Mizell type,Postsynaptic Schneider-Mizell type,synapses per connection,column radius (um),dataset,citation
28289,L4,L4,PTC,L4a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28290,L4,L4,PTC,L4c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28291,L4,L4,PTC,L4c,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28292,L4,L4,PTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28293,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28294,L4,L4,PTC,L4c,12,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28295,L4,L4,PTC,ITC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28296,L4,L4,PTC,L4a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28297,L4,L4,PTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28298,L4,L5,PTC,L5b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28299,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28300,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28301,L4,L4,PTC,L4c,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28302,L4,L4,PTC,L4c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28303,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28304,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28305,L4,L4,PTC,L4a,14,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28306,L4,L4,PTC,L4a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28307,L4,L5,PTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28308,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28309,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28310,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28311,L4,L4,PTC,L4a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28312,L4,L5,PTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28313,L4,L4,PTC,L4c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28314,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28315,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28316,L4,L5,PTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28317,L4,L4,PTC,DTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28318,L4,L4,PTC,L4c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28319,L4,L4,PTC,L4b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28320,L4,L5,PTC,L5ET,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28321,L4,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28322,L4,L4,PTC,L4c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28323,L4,L6,PTC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28324,L4,L5,PTC,PTC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28325,L4,L4,PTC,L4c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28326,L4,L4,PTC,L4b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28327,L4,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28328,L4,L5,PTC,L5a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28329,L4,L5,PTC,L5b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28330,L4,L5,PTC,L5b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28331,L4,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28332,L4,L4,PTC,L4c,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
28333,L4,L4,PTC,L4c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
