firing rate (Hz),region,layer,spiking class,citation,dataset,stimulus orientation (degrees),temporal frequency (Hz)
0.6979810374861163,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.4748821984550268,APN,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.9149741237413666,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
9.069503983286111,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0640693686184637,VISam,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0950826527473476,VISpm,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
2.2851707939613943,VISpm,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
2.4669354412679554,VISam,L4,RS,siegle_survey_2019,Siegle2019,optimal,optimal
24.60834666942109,VISpm,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0690544405427664,VISpm,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
2.2281314309627724,VISam,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.85999337875953,VISpm,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.9784485565482768,VISam,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
2.152904980921788,VISpm,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1779480273852729,VISam,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1582940661516756,VISam,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.5163148734880157,VISam,L2,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1030504728099745,VISpm,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1237668369575181,VISam,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.0515851455572276,grey,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
17.233336873016146,APN,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
4.538471480536632,APN,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
8.261035840931568,PO,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1408467516204544,grey,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1821476787873546,grey,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
