,region,Presynaptic synapse class,Presynaptic gene expression,Presynaptic layer,Postsynaptic synapse class,Postsynaptic gene expression,Postsynaptic layer,minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um),dataset,notes,connection probability,sample size
1129,VISp,EXC,Sim1,L4,EXC,Sim1,L4,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1130,VISp,EXC,Sim1,L4,EXC,Sim1,L4,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.03125,32
1131,VISp,EXC,Sim1,L4,EXC,Sim1,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,10
1132,VISp,EXC,Sim1,L4,EXC,Sim1,L4,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.125,8
1133,VISp,EXC,Sim1,L4,EXC,Sim1,L4,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1134,VISp,EXC,Sim1,L4,EXC,Sim1,L4,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.1,20
1135,VISp,EXC,Sim1,L4,EXC,Sim1,L4,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.16666666666666666,12
1136,VISp,EXC,Sim1,L4,EXC,Sim1,L4,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1137,VISp,EXC,Sim1,L4,EXC,Sim1,L4,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.05555555555555555,18
1138,VISp,EXC,Sim1,L4,EXC,Sim1,L4,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1139,VISp,EXC,Sim1,L4,EXC,Sim1,L4,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,4
1140,VISp,EXC,Sim1,L4,EXC,Sim1,L4,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1141,VISp,EXC,Sim1,L4,EXC,Sim1,L4,150.0,175.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,10
1142,VISp,EXC,Sim1,L4,EXC,Sim1,L4,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1143,VISp,EXC,Sim1,L4,EXC,Sim1,L4,175.0,200.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1144,VISp,EXC,Sim1,L4,EXC,Sim1,L4,175.0,200.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
1145,VISp,EXC,Sim1,L4,EXC,Sim1,L4,200.0,225.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1146,VISp,EXC,Sim1,L4,EXC,Sim1,L5,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,16
1147,VISp,EXC,Sim1,L4,EXC,Sim1,L5,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.04,25
1148,VISp,EXC,Sim1,L4,EXC,Sim1,L5,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.1,10
1149,VISp,EXC,Sim1,L4,EXC,Sim1,L5,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,4
1150,VISp,EXC,Sim1,L4,EXC,Sim1,L5,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1151,VISp,EXC,Sim1,L4,EXC,Sim1,L5,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1152,VISp,EXC,Sim1,L4,EXC,Sim1,L5,0.0,25.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1153,VISp,EXC,Sim1,L4,EXC,Sim1,L5,0.0,25.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1154,VISp,EXC,Sim1,L4,EXC,Sim1,L5,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,17
1155,VISp,EXC,Sim1,L4,EXC,Sim1,L5,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.058823529411764705,17
1156,VISp,EXC,Sim1,L4,EXC,Sim1,L5,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,7
1157,VISp,EXC,Sim1,L4,EXC,Sim1,L5,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1158,VISp,EXC,Sim1,L4,EXC,Sim1,L5,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1159,VISp,EXC,Sim1,L4,EXC,Sim1,L5,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1160,VISp,EXC,Sim1,L4,EXC,Sim1,L5,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,10
1161,VISp,EXC,Sim1,L4,EXC,Sim1,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0625,16
1162,VISp,EXC,Sim1,L4,EXC,Sim1,L5,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1163,VISp,EXC,Sim1,L4,EXC,Sim1,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1164,VISp,EXC,Sim1,L4,EXC,Sim1,L5,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1165,VISp,EXC,Sim1,L4,EXC,Sim1,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.2857142857142857,7
1166,VISp,EXC,Sim1,L4,EXC,Sim1,L5,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.14285714285714285,7
1167,VISp,EXC,Sim1,L4,EXC,Sim1,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,9
1168,VISp,EXC,Sim1,L4,EXC,Sim1,L5,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
1169,VISp,EXC,Sim1,L4,EXC,Sim1,L5,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1170,VISp,EXC,Sim1,L4,EXC,Sim1,L5,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,9
1171,VISp,EXC,Sim1,L4,EXC,Sim1,L5,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,8
1172,VISp,EXC,Sim1,L4,EXC,Sim1,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.2,5
1173,VISp,EXC,Sim1,L4,EXC,Sim1,L5,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1174,VISp,EXC,Sim1,L4,EXC,Sim1,L5,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1175,VISp,EXC,Sim1,L4,EXC,Sim1,L5,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1176,VISp,EXC,Sim1,L4,EXC,Sim1,L5,125.0,150.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1177,VISp,EXC,Sim1,L4,EXC,Sim1,L5,150.0,175.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,7
1178,VISp,EXC,Sim1,L4,EXC,Sim1,L5,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1179,VISp,EXC,Sim1,L4,EXC,Sim1,L5,150.0,175.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1180,VISp,EXC,Sim1,L4,EXC,Sim1,L5,150.0,175.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1181,VISp,EXC,Sim1,L4,EXC,Sim1,L5,175.0,200.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1182,VISp,EXC,Sim1,L4,EXC,Sim1,L5,175.0,200.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.16666666666666666,6
1183,VISp,EXC,Sim1,L4,EXC,Sim1,L5,175.0,200.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1184,VISp,EXC,Sim1,L4,EXC,Sim1,L5,175.0,200.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1185,VISp,EXC,Sim1,L4,EXC,Sim1,L5,200.0,225.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1186,VISp,EXC,Sim1,L4,EXC,Sim1,L5,200.0,225.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1187,VISp,EXC,Sim1,L4,EXC,Sim1,L5,200.0,225.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1188,VISp,EXC,Sim1,L4,EXC,Sim1,L5,225.0,250.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1189,VISp,EXC,Sim1,L4,INH,Pvalb,L23,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1190,VISp,EXC,Sim1,L4,INH,Pvalb,L23,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1191,VISp,EXC,Sim1,L4,INH,Pvalb,L4,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1192,VISp,EXC,Sim1,L4,INH,Pvalb,L4,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1193,VISp,EXC,Sim1,L4,INH,Pvalb,L4,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1194,VISp,EXC,Sim1,L4,INH,Pvalb,L4,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1195,VISp,EXC,Sim1,L4,INH,Pvalb,L5,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1196,VISp,EXC,Sim1,L4,INH,Pvalb,L5,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1197,VISp,EXC,Sim1,L4,INH,Pvalb,L5,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1198,VISp,EXC,Sim1,L4,INH,Pvalb,L5,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1199,VISp,EXC,Sim1,L4,INH,Pvalb,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1200,VISp,EXC,Sim1,L4,INH,Pvalb,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1201,VISp,EXC,Sim1,L4,INH,Pvalb,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1202,VISp,EXC,Sim1,L4,INH,Pvalb,L5,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1203,VISp,EXC,Sim1,L4,INH,Sst,L4,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1204,VISp,EXC,Sim1,L4,INH,Sst,L4,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1205,VISp,EXC,Sim1,L4,INH,Sst,L4,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1206,VISp,EXC,Sim1,L4,INH,Sst,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1207,VISp,EXC,Sim1,L4,INH,Sst,L4,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1208,VISp,EXC,Sim1,L4,INH,Sst,L4,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1209,VISp,EXC,Sim1,L4,INH,Sst,L4,150.0,175.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1210,VISp,EXC,Sim1,L4,INH,Sst,L5,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1211,VISp,EXC,Sim1,L4,INH,Sst,L5,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.3333333333333333,3
1212,VISp,EXC,Sim1,L4,INH,Sst,L5,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1213,VISp,EXC,Sim1,L4,INH,Sst,L5,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1214,VISp,EXC,Sim1,L4,INH,Sst,L5,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1215,VISp,EXC,Sim1,L4,INH,Sst,L5,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1216,VISp,EXC,Sim1,L4,INH,Sst,L5,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1217,VISp,EXC,Sim1,L4,INH,Sst,L5,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1218,VISp,EXC,Sim1,L4,INH,Sst,L5,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1219,VISp,EXC,Sim1,L4,INH,Sst,L5,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1220,VISp,EXC,Sim1,L4,INH,Sst,L5,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1221,VISp,EXC,Sim1,L4,INH,Sst,L5,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1222,VISp,EXC,Sim1,L4,INH,Sst,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1223,VISp,EXC,Sim1,L4,INH,Sst,L5,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1224,VISp,EXC,Sim1,L4,INH,Sst,L5,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
1225,VISp,EXC,Sim1,L4,INH,Sst,L5,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1226,VISp,EXC,Sim1,L4,INH,Sst,L5,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1227,VISp,EXC,Sim1,L4,INH,Sst,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1228,VISp,EXC,Sim1,L4,INH,Sst,L5,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1229,VISp,EXC,Sim1,L4,INH,Sst,L5,75.0,100.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1230,VISp,EXC,Sim1,L4,INH,Sst,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1231,VISp,EXC,Sim1,L4,INH,Sst,L5,100.0,125.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1232,VISp,EXC,Sim1,L4,INH,Sst,L5,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1233,VISp,EXC,Sim1,L4,INH,Sst,L5,175.0,200.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1234,VISp,EXC,Sim1,L4,INH,Vip,L23,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1235,VISp,EXC,Sim1,L4,INH,Vip,L23,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1236,VISp,EXC,Sim1,L4,INH,Vip,L23,0.0,25.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1237,VISp,EXC,Sim1,L4,INH,Vip,L23,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1238,VISp,EXC,Sim1,L4,INH,Vip,L23,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1239,VISp,EXC,Sim1,L4,INH,Vip,L23,25.0,50.0,200.0,225.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1240,VISp,EXC,Sim1,L4,INH,Vip,L23,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1241,VISp,EXC,Sim1,L4,INH,Vip,L23,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1242,VISp,EXC,Sim1,L4,INH,Vip,L23,50.0,75.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1243,VISp,EXC,Sim1,L4,INH,Vip,L23,50.0,75.0,225.0,250.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1244,VISp,EXC,Sim1,L4,INH,Vip,L23,50.0,75.0,250.0,275.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1245,VISp,EXC,Sim1,L4,INH,Vip,L23,75.0,100.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1246,VISp,EXC,Sim1,L4,INH,Vip,L23,75.0,100.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1247,VISp,EXC,Sim1,L4,INH,Vip,L23,100.0,125.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1248,VISp,EXC,Sim1,L4,INH,Vip,L23,100.0,125.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1249,VISp,EXC,Sim1,L4,INH,Vip,L23,125.0,150.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1250,VISp,EXC,Sim1,L4,INH,Vip,L23,125.0,150.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1251,VISp,EXC,Sim1,L4,INH,Vip,L23,150.0,175.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1252,VISp,EXC,Sim1,L4,INH,Vip,L4,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1253,VISp,EXC,Sim1,L4,INH,Vip,L4,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1254,VISp,EXC,Sim1,L4,INH,Vip,L4,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1255,VISp,EXC,Sim1,L4,INH,Vip,L4,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1256,VISp,EXC,Sim1,L4,INH,Vip,L4,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1257,VISp,EXC,Sim1,L4,INH,Vip,L4,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
1258,VISp,EXC,Sim1,L4,INH,Vip,L4,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1259,VISp,EXC,Sim1,L4,INH,Vip,L4,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1260,VISp,EXC,Sim1,L4,INH,Vip,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1261,VISp,EXC,Sim1,L4,INH,Vip,L4,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1262,VISp,EXC,Sim1,L4,INH,Vip,L4,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1263,VISp,EXC,Sim1,L4,INH,Vip,L4,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1264,VISp,EXC,Sim1,L4,INH,Vip,L4,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1265,VISp,EXC,Sim1,L4,INH,Vip,L4,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1266,VISp,EXC,Sim1,L4,INH,Vip,L4,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1267,VISp,EXC,Sim1,L4,INH,Vip,L4,150.0,175.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1268,VISp,EXC,Sim1,L4,INH,Vip,L4,150.0,175.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1269,VISp,EXC,Sim1,L4,INH,Vip,L4,175.0,200.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1270,VISp,EXC,Sim1,L4,INH,Vip,L4,175.0,200.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1271,VISp,EXC,Sim1,L4,INH,Vip,L5,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1272,VISp,EXC,Sim1,L4,INH,Vip,L5,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1273,VISp,EXC,Sim1,L4,INH,Vip,L5,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1274,VISp,EXC,Sim1,L4,INH,Vip,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1275,VISp,EXC,Sim1,L4,INH,Vip,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1276,VISp,EXC,Sim1,L4,INH,Vip,L5,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1277,VISp,EXC,Sim1,L4,INH,Vip,L5,175.0,200.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1278,VISp,EXC,Sim1,L5,EXC,Sim1,L23,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1279,VISp,EXC,Sim1,L5,EXC,Sim1,L23,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1280,VISp,EXC,Sim1,L5,EXC,Sim1,L4,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,16
1281,VISp,EXC,Sim1,L5,EXC,Sim1,L4,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.04,25
1282,VISp,EXC,Sim1,L5,EXC,Sim1,L4,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.1,10
1283,VISp,EXC,Sim1,L5,EXC,Sim1,L4,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1284,VISp,EXC,Sim1,L5,EXC,Sim1,L4,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1285,VISp,EXC,Sim1,L5,EXC,Sim1,L4,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1286,VISp,EXC,Sim1,L5,EXC,Sim1,L4,0.0,25.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1287,VISp,EXC,Sim1,L5,EXC,Sim1,L4,0.0,25.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1288,VISp,EXC,Sim1,L5,EXC,Sim1,L4,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.17647058823529413,17
1289,VISp,EXC,Sim1,L5,EXC,Sim1,L4,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.058823529411764705,17
1290,VISp,EXC,Sim1,L5,EXC,Sim1,L4,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,7
1291,VISp,EXC,Sim1,L5,EXC,Sim1,L4,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1292,VISp,EXC,Sim1,L5,EXC,Sim1,L4,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1293,VISp,EXC,Sim1,L5,EXC,Sim1,L4,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1294,VISp,EXC,Sim1,L5,EXC,Sim1,L4,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,10
1295,VISp,EXC,Sim1,L5,EXC,Sim1,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.125,16
1296,VISp,EXC,Sim1,L5,EXC,Sim1,L4,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.16666666666666666,6
1297,VISp,EXC,Sim1,L5,EXC,Sim1,L4,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1298,VISp,EXC,Sim1,L5,EXC,Sim1,L4,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1299,VISp,EXC,Sim1,L5,EXC,Sim1,L4,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,7
1300,VISp,EXC,Sim1,L5,EXC,Sim1,L4,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,7
1301,VISp,EXC,Sim1,L5,EXC,Sim1,L4,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,9
1302,VISp,EXC,Sim1,L5,EXC,Sim1,L4,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
1303,VISp,EXC,Sim1,L5,EXC,Sim1,L4,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1304,VISp,EXC,Sim1,L5,EXC,Sim1,L4,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,9
1305,VISp,EXC,Sim1,L5,EXC,Sim1,L4,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,8
1306,VISp,EXC,Sim1,L5,EXC,Sim1,L4,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
