,region,Presynaptic synapse class,Presynaptic gene expression,Presynaptic layer,Postsynaptic synapse class,Postsynaptic gene expression,Postsynaptic layer,minimal Horizontal interesomatic distance (um),maximal Horizontal interesomatic distance (um),minimal Vertical interesomatic distance (um),maximal Vertical interesomatic distance (um),dataset,notes,connection probability,sample size
1307,VISp,EXC,Sim1,L5,EXC,Sim1,L4,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1308,VISp,EXC,Sim1,L5,EXC,Sim1,L4,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1309,VISp,EXC,Sim1,L5,EXC,Sim1,L4,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1310,VISp,EXC,Sim1,L5,EXC,Sim1,L4,125.0,150.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1311,VISp,EXC,Sim1,L5,EXC,Sim1,L4,150.0,175.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,7
1312,VISp,EXC,Sim1,L5,EXC,Sim1,L4,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1313,VISp,EXC,Sim1,L5,EXC,Sim1,L4,150.0,175.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1314,VISp,EXC,Sim1,L5,EXC,Sim1,L4,150.0,175.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1315,VISp,EXC,Sim1,L5,EXC,Sim1,L4,175.0,200.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1316,VISp,EXC,Sim1,L5,EXC,Sim1,L4,175.0,200.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1317,VISp,EXC,Sim1,L5,EXC,Sim1,L4,175.0,200.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1318,VISp,EXC,Sim1,L5,EXC,Sim1,L4,175.0,200.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1319,VISp,EXC,Sim1,L5,EXC,Sim1,L4,200.0,225.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1320,VISp,EXC,Sim1,L5,EXC,Sim1,L4,200.0,225.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1321,VISp,EXC,Sim1,L5,EXC,Sim1,L4,200.0,225.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1322,VISp,EXC,Sim1,L5,EXC,Sim1,L4,225.0,250.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1323,VISp,EXC,Sim1,L5,EXC,Sim1,L5,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.09859154929577464,142
1324,VISp,EXC,Sim1,L5,EXC,Sim1,L5,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.014705882352941176,68
1325,VISp,EXC,Sim1,L5,EXC,Sim1,L5,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,18
1326,VISp,EXC,Sim1,L5,EXC,Sim1,L5,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1327,VISp,EXC,Sim1,L5,EXC,Sim1,L5,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1328,VISp,EXC,Sim1,L5,EXC,Sim1,L5,0.0,25.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1329,VISp,EXC,Sim1,L5,EXC,Sim1,L5,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.04487179487179487,156
1330,VISp,EXC,Sim1,L5,EXC,Sim1,L5,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.08928571428571429,56
1331,VISp,EXC,Sim1,L5,EXC,Sim1,L5,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.2,10
1332,VISp,EXC,Sim1,L5,EXC,Sim1,L5,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,8
1333,VISp,EXC,Sim1,L5,EXC,Sim1,L5,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1334,VISp,EXC,Sim1,L5,EXC,Sim1,L5,25.0,50.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1335,VISp,EXC,Sim1,L5,EXC,Sim1,L5,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.023809523809523808,126
1336,VISp,EXC,Sim1,L5,EXC,Sim1,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.034482758620689655,58
1337,VISp,EXC,Sim1,L5,EXC,Sim1,L5,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.125,8
1338,VISp,EXC,Sim1,L5,EXC,Sim1,L5,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,10
1339,VISp,EXC,Sim1,L5,EXC,Sim1,L5,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1340,VISp,EXC,Sim1,L5,EXC,Sim1,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.06976744186046512,86
1341,VISp,EXC,Sim1,L5,EXC,Sim1,L5,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.038461538461538464,52
1342,VISp,EXC,Sim1,L5,EXC,Sim1,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.125,8
1343,VISp,EXC,Sim1,L5,EXC,Sim1,L5,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1344,VISp,EXC,Sim1,L5,EXC,Sim1,L5,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1345,VISp,EXC,Sim1,L5,EXC,Sim1,L5,75.0,100.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1346,VISp,EXC,Sim1,L5,EXC,Sim1,L5,75.0,100.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1347,VISp,EXC,Sim1,L5,EXC,Sim1,L5,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.046875,64
1348,VISp,EXC,Sim1,L5,EXC,Sim1,L5,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0625,32
1349,VISp,EXC,Sim1,L5,EXC,Sim1,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,10
1350,VISp,EXC,Sim1,L5,EXC,Sim1,L5,100.0,125.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,8
1351,VISp,EXC,Sim1,L5,EXC,Sim1,L5,100.0,125.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1352,VISp,EXC,Sim1,L5,EXC,Sim1,L5,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.09375,32
1353,VISp,EXC,Sim1,L5,EXC,Sim1,L5,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,12
1354,VISp,EXC,Sim1,L5,EXC,Sim1,L5,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1355,VISp,EXC,Sim1,L5,EXC,Sim1,L5,125.0,150.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1356,VISp,EXC,Sim1,L5,EXC,Sim1,L5,125.0,150.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1357,VISp,EXC,Sim1,L5,EXC,Sim1,L5,150.0,175.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,24
1358,VISp,EXC,Sim1,L5,EXC,Sim1,L5,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,10
1359,VISp,EXC,Sim1,L5,EXC,Sim1,L5,150.0,175.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1360,VISp,EXC,Sim1,L5,EXC,Sim1,L5,150.0,175.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1361,VISp,EXC,Sim1,L5,EXC,Sim1,L5,150.0,175.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.5,2
1362,VISp,EXC,Sim1,L5,EXC,Sim1,L5,150.0,175.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1363,VISp,EXC,Sim1,L5,EXC,Sim1,L5,175.0,200.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,16
1364,VISp,EXC,Sim1,L5,EXC,Sim1,L5,175.0,200.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1365,VISp,EXC,Sim1,L5,EXC,Sim1,L5,175.0,200.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1366,VISp,EXC,Sim1,L5,EXC,Sim1,L5,175.0,200.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1367,VISp,EXC,Sim1,L5,EXC,Sim1,L5,200.0,225.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.1,10
1368,VISp,EXC,Sim1,L5,EXC,Sim1,L5,200.0,225.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1369,VISp,EXC,Sim1,L5,EXC,Sim1,L5,200.0,225.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1370,VISp,EXC,Sim1,L5,EXC,Sim1,L5,225.0,250.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1371,VISp,EXC,Sim1,L5,EXC,Sim1,L5,250.0,275.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1372,VISp,EXC,Sim1,L5,EXC,Sim1,L5,250.0,275.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1373,VISp,EXC,Sim1,L5,EXC,Sim1,L5,300.0,325.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1374,VISp,EXC,Sim1,L5,EXC,Sim1,L6a,25.0,50.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1375,VISp,EXC,Sim1,L5,INH,Pvalb,L23,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1376,VISp,EXC,Sim1,L5,INH,Pvalb,L23,0.0,25.0,200.0,225.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1377,VISp,EXC,Sim1,L5,INH,Pvalb,L23,0.0,25.0,300.0,325.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1378,VISp,EXC,Sim1,L5,INH,Pvalb,L23,0.0,25.0,350.0,375.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1379,VISp,EXC,Sim1,L5,INH,Pvalb,L23,0.0,25.0,375.0,400.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1380,VISp,EXC,Sim1,L5,INH,Pvalb,L23,25.0,50.0,225.0,250.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1381,VISp,EXC,Sim1,L5,INH,Pvalb,L23,25.0,50.0,250.0,275.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1382,VISp,EXC,Sim1,L5,INH,Pvalb,L23,25.0,50.0,350.0,375.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1383,VISp,EXC,Sim1,L5,INH,Pvalb,L23,25.0,50.0,375.0,400.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1384,VISp,EXC,Sim1,L5,INH,Pvalb,L23,50.0,75.0,225.0,250.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1385,VISp,EXC,Sim1,L5,INH,Pvalb,L23,75.0,100.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1386,VISp,EXC,Sim1,L5,INH,Pvalb,L23,75.0,100.0,350.0,375.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1387,VISp,EXC,Sim1,L5,INH,Pvalb,L23,100.0,125.0,300.0,325.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1388,VISp,EXC,Sim1,L5,INH,Pvalb,L23,125.0,150.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1389,VISp,EXC,Sim1,L5,INH,Pvalb,L23,150.0,175.0,350.0,375.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1390,VISp,EXC,Sim1,L5,INH,Pvalb,L23,175.0,200.0,400.0,425.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1391,VISp,EXC,Sim1,L5,INH,Pvalb,L23,200.0,225.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1392,VISp,EXC,Sim1,L5,INH,Pvalb,L23,250.0,275.0,275.0,300.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1393,VISp,EXC,Sim1,L5,INH,Pvalb,L23,250.0,275.0,425.0,450.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1394,VISp,EXC,Sim1,L5,INH,Pvalb,L4,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1395,VISp,EXC,Sim1,L5,INH,Pvalb,L4,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1396,VISp,EXC,Sim1,L5,INH,Pvalb,L4,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1397,VISp,EXC,Sim1,L5,INH,Pvalb,L4,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1398,VISp,EXC,Sim1,L5,INH,Pvalb,L4,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1399,VISp,EXC,Sim1,L5,INH,Pvalb,L4,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1400,VISp,EXC,Sim1,L5,INH,Pvalb,L4,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1401,VISp,EXC,Sim1,L5,INH,Pvalb,L4,25.0,50.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1402,VISp,EXC,Sim1,L5,INH,Pvalb,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1403,VISp,EXC,Sim1,L5,INH,Pvalb,L4,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1404,VISp,EXC,Sim1,L5,INH,Pvalb,L4,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1405,VISp,EXC,Sim1,L5,INH,Pvalb,L4,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1406,VISp,EXC,Sim1,L5,INH,Pvalb,L4,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1407,VISp,EXC,Sim1,L5,INH,Pvalb,L4,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1408,VISp,EXC,Sim1,L5,INH,Pvalb,L4,75.0,100.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1409,VISp,EXC,Sim1,L5,INH,Pvalb,L4,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1410,VISp,EXC,Sim1,L5,INH,Pvalb,L4,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1411,VISp,EXC,Sim1,L5,INH,Pvalb,L4,200.0,225.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1412,VISp,EXC,Sim1,L5,INH,Pvalb,L4,225.0,250.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1413,VISp,EXC,Sim1,L5,INH,Pvalb,L5,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,10
1414,VISp,EXC,Sim1,L5,INH,Pvalb,L5,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,12
1415,VISp,EXC,Sim1,L5,INH,Pvalb,L5,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.3333333333333333,3
1416,VISp,EXC,Sim1,L5,INH,Pvalb,L5,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1417,VISp,EXC,Sim1,L5,INH,Pvalb,L5,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1418,VISp,EXC,Sim1,L5,INH,Pvalb,L5,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.16666666666666666,6
1419,VISp,EXC,Sim1,L5,INH,Pvalb,L5,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1420,VISp,EXC,Sim1,L5,INH,Pvalb,L5,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1421,VISp,EXC,Sim1,L5,INH,Pvalb,L5,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1422,VISp,EXC,Sim1,L5,INH,Pvalb,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.2857142857142857,7
1423,VISp,EXC,Sim1,L5,INH,Pvalb,L5,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1424,VISp,EXC,Sim1,L5,INH,Pvalb,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1425,VISp,EXC,Sim1,L5,INH,Pvalb,L5,50.0,75.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1426,VISp,EXC,Sim1,L5,INH,Pvalb,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,5
1427,VISp,EXC,Sim1,L5,INH,Pvalb,L5,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1428,VISp,EXC,Sim1,L5,INH,Pvalb,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1429,VISp,EXC,Sim1,L5,INH,Pvalb,L5,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1430,VISp,EXC,Sim1,L5,INH,Pvalb,L5,75.0,100.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,1.0,1
1431,VISp,EXC,Sim1,L5,INH,Pvalb,L5,75.0,100.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1432,VISp,EXC,Sim1,L5,INH,Pvalb,L5,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1433,VISp,EXC,Sim1,L5,INH,Pvalb,L5,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1434,VISp,EXC,Sim1,L5,INH,Pvalb,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1435,VISp,EXC,Sim1,L5,INH,Pvalb,L5,125.0,150.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1436,VISp,EXC,Sim1,L5,INH,Pvalb,L5,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1437,VISp,EXC,Sim1,L5,INH,Pvalb,L5,125.0,150.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1438,VISp,EXC,Sim1,L5,INH,Pvalb,L5,125.0,150.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1439,VISp,EXC,Sim1,L5,INH,Pvalb,L5,150.0,175.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1440,VISp,EXC,Sim1,L5,INH,Pvalb,L5,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1441,VISp,EXC,Sim1,L5,INH,Pvalb,L5,175.0,200.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1442,VISp,EXC,Sim1,L5,INH,Pvalb,L5,175.0,200.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1443,VISp,EXC,Sim1,L5,INH,Pvalb,L5,275.0,300.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1444,VISp,EXC,Sim1,L5,INH,Pvalb,L6a,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1445,VISp,EXC,Sim1,L5,INH,Sst,L4,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1446,VISp,EXC,Sim1,L5,INH,Sst,L4,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1447,VISp,EXC,Sim1,L5,INH,Sst,L4,0.0,25.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1448,VISp,EXC,Sim1,L5,INH,Sst,L4,0.0,25.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1449,VISp,EXC,Sim1,L5,INH,Sst,L4,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1450,VISp,EXC,Sim1,L5,INH,Sst,L4,25.0,50.0,175.0,200.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1451,VISp,EXC,Sim1,L5,INH,Sst,L4,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1452,VISp,EXC,Sim1,L5,INH,Sst,L4,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1453,VISp,EXC,Sim1,L5,INH,Sst,L4,75.0,100.0,125.0,150.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1454,VISp,EXC,Sim1,L5,INH,Sst,L4,100.0,125.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1455,VISp,EXC,Sim1,L5,INH,Sst,L4,125.0,150.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1456,VISp,EXC,Sim1,L5,INH,Sst,L4,150.0,175.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1457,VISp,EXC,Sim1,L5,INH,Sst,L5,0.0,25.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,9
1458,VISp,EXC,Sim1,L5,INH,Sst,L5,0.0,25.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,7
1459,VISp,EXC,Sim1,L5,INH,Sst,L5,0.0,25.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1460,VISp,EXC,Sim1,L5,INH,Sst,L5,0.0,25.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,4
1461,VISp,EXC,Sim1,L5,INH,Sst,L5,0.0,25.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1462,VISp,EXC,Sim1,L5,INH,Sst,L5,25.0,50.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,6
1463,VISp,EXC,Sim1,L5,INH,Sst,L5,25.0,50.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.1,10
1464,VISp,EXC,Sim1,L5,INH,Sst,L5,25.0,50.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,4
1465,VISp,EXC,Sim1,L5,INH,Sst,L5,25.0,50.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,4
1466,VISp,EXC,Sim1,L5,INH,Sst,L5,25.0,50.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1467,VISp,EXC,Sim1,L5,INH,Sst,L5,50.0,75.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.16666666666666666,6
1468,VISp,EXC,Sim1,L5,INH,Sst,L5,50.0,75.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1469,VISp,EXC,Sim1,L5,INH,Sst,L5,50.0,75.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.25,4
1470,VISp,EXC,Sim1,L5,INH,Sst,L5,50.0,75.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1471,VISp,EXC,Sim1,L5,INH,Sst,L5,50.0,75.0,100.0,125.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1472,VISp,EXC,Sim1,L5,INH,Sst,L5,50.0,75.0,150.0,175.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1473,VISp,EXC,Sim1,L5,INH,Sst,L5,75.0,100.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.2,5
1474,VISp,EXC,Sim1,L5,INH,Sst,L5,75.0,100.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1475,VISp,EXC,Sim1,L5,INH,Sst,L5,75.0,100.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1476,VISp,EXC,Sim1,L5,INH,Sst,L5,75.0,100.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1477,VISp,EXC,Sim1,L5,INH,Sst,L5,100.0,125.0,0.0,25.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1478,VISp,EXC,Sim1,L5,INH,Sst,L5,100.0,125.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1479,VISp,EXC,Sim1,L5,INH,Sst,L5,100.0,125.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,3
1480,VISp,EXC,Sim1,L5,INH,Sst,L5,100.0,125.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1481,VISp,EXC,Sim1,L5,INH,Sst,L5,125.0,150.0,25.0,50.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,2
1482,VISp,EXC,Sim1,L5,INH,Sst,L5,125.0,150.0,75.0,100.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
1483,VISp,EXC,Sim1,L5,INH,Sst,L5,150.0,175.0,50.0,75.0,AISynphys,Accessed on 2025-07-08 00:00:007,0.0,1
